cpu_utilization,device_age_days,device_id,device_type,error_log_rate,failure_probability,firmware_version,historical_incidents,historical_outages,io_wait,maintenance_days_since,memory_pressure,network_latency,packet_loss_rate,power_cycle_count,reboot_count_7d,sla_breach_history,software_patch_age_days,temperature_anomaly_score,temperature_variance,timestamp,workload_intensity
0.13,2169,D1085,T011,25.4,0.45,5.0,11,4,0.76,56,0.82,34,0.036,30,3,10,216,0.59,0.06,4/9/25,0.76
0.16,1645,D7711,T004,25.2,0.43,6.0,19,2,0.67,243,0.14,240,0.046,4,14,2,172,0.48,0.43,1/31/25,0.85
0.43,1342,D9970,T003,21.1,0.36,5.0,4,2,0.22,150,0.36,155,0.018,26,9,9,191,0.52,0.37,12/23/24,0.54
0.98,2985,D2807,T002,23.7,0.62,6.0,3,3,0.37,262,0.84,296,0.019,30,5,7,66,0.14,0.06,5/3/24,0.88
0.41,472,D6329,T007,7.2,0.35,5.2,17,2,0.15,58,0.26,55,0.079,30,8,4,131,0.02,0.2,7/4/24,0.98
0.78,2796,D9052,T006,12.3,0.64,3.0,0,4,0.81,272,0.96,53,0.113,19,14,3,61,0.52,0.16,1/24/24,0.26
0.31,2745,D9877,T005,39.8,0.51,6.0,0,9,0.65,45,0.46,297,0.144,20,9,10,142,0.54,0.28,8/13/25,0.88
0.52,1202,D4333,T009,32.6,0.51,4.5,3,3,0.57,283,0.47,165,0.061,14,4,8,9,0.48,0.04,5/25/24,0.97
0.12,1156,D1993,T008,12.0,0.3,5.2,3,0,0.51,192,0.15,262,0.048,16,7,3,165,0.39,0.19,11/21/24,0.95
0.34,962,D9011,T012,32.3,0.49,5.1,10,0,0.0,235,0.78,253,0.037,0,0,2,174,0.45,0.34,2/19/26,0.96
0.86,2406,D6613,T011,36.3,0.56,4.0,12,1,0.21,35,0.29,231,0.042,16,8,2,273,0.84,0.48,10/12/25,0.37
0.44,1950,D7228,T010,32.7,0.59,5.2,14,9,0.06,21,0.99,10,0.081,29,5,4,284,0.78,0.24,12/25/24,0.1
0.55,2509,D9731,T003,42.8,0.48,4.0,4,4,0.85,65,0.25,108,0.111,0,8,9,33,0.19,0.5,9/21/25,0.77
0.35,1059,D5544,T002,45.2,0.47,5.0,1,4,0.2,252,0.93,13,0.013,26,6,7,113,0.36,0.32,8/5/25,0.97
0.45,1923,D1324,T001,19.3,0.46,3.0,12,9,0.46,344,0.17,73,0.098,29,0,5,343,0.88,0.1,2/15/26,0.21
0.28,1835,D6477,T005,15.5,0.42,4.5,6,2,0.48,38,0.17,24,0.004,25,3,5,353,0.57,0.01,9/13/24,0.93
0.33,1871,D1084,T004,18.1,0.49,3.0,16,7,0.05,208,0.6,124,0.141,29,1,7,165,0.45,0.21,2/5/25,0.35
0.82,2218,D7897,T008,29.8,0.6,3.0,3,1,0.9,168,0.89,109,0.051,4,2,0,232,0.62,0.32,5/7/25,0.63
0.16,517,D7290,T007,20.1,0.32,5.2,1,4,0.86,346,0.82,129,0.092,25,13,6,33,0.05,0.33,4/20/25,0.15
0.32,1069,D2065,T006,31.3,0.58,5.1,19,7,0.97,37,0.53,53,0.125,29,3,1,266,0.96,0.02,5/10/24,0.8
0.63,1508,D6499,T010,17.1,0.58,3.0,20,3,0.6,100,0.71,249,0.076,10,15,1,216,0.06,0.43,9/22/25,0.98
0.75,1376,D1132,T009,29.2,0.54,3.0,20,5,0.47,299,0.5,85,0.12,19,4,4,65,0.24,0.17,6/14/25,0.49
0.28,2782,D2071,T001,12.0,0.37,4.0,6,4,0.94,56,0.26,97,0.015,25,11,7,194,0.26,0.5,5/1/24,0.4
0.11,2685,D5029,T012,10.0,0.42,6.0,11,0,0.22,299,0.42,99,0.021,8,9,0,99,0.55,0.36,7/1/24,0.92
0.37,998,D1110,T011,10.7,0.4,3.0,7,7,0.81,1,0.4,179,0.131,12,15,9,253,0.1,0.1,1/6/25,0.67
0.96,999,D2376,T004,15.3,0.55,3.0,7,6,0.94,103,0.53,90,0.096,11,12,3,106,0.58,0.13,10/29/24,0.51
0.87,2817,D8918,T003,37.6,0.71,3.5,16,6,0.52,314,0.97,265,0.031,5,11,10,240,0.89,0.16,1/2/26,0.16
0.23,1632,D5588,T002,38.2,0.55,5.2,20,3,0.29,162,0.93,284,0.029,4,6,0,355,0.79,0.16,5/9/24,0.64
0.64,1326,D4728,T007,37.9,0.59,5.0,12,6,0.65,144,0.22,251,0.107,24,0,9,4,0.85,0.48,8/20/24,0.84
0.86,585,D4123,T006,9.8,0.61,4.5,17,3,0.3,36,0.56,138,0.118,26,10,5,50,0.64,0.38,12/23/25,0.42
0.5,1947,D2350,T005,13.7,0.47,5.1,11,7,0.44,239,0.42,101,0.07,8,0,5,218,0.58,0.32,10/28/24,0.49
0.28,2432,D2138,T010,5.2,0.4,3.5,9,1,0.83,231,0.45,26,0.028,19,5,2,168,0.53,0.24,1/30/25,0.68
0.83,2302,D7404,T009,46.1,0.6,5.2,0,9,0.57,153,0.85,179,0.063,25,4,0,353,0.34,0.3,1/25/25,0.39
0.75,1495,D1158,T008,10.5,0.42,6.0,6,6,0.03,43,0.29,295,0.088,4,14,6,236,0.23,0.29,5/26/25,0.38
0.88,2455,D9615,T012,13.8,0.68,4.0,16,10,0.45,158,0.38,83,0.1,26,0,7,309,0.82,0.2,12/2/24,0.63
0.36,2223,D4382,T011,49.5,0.45,3.0,13,6,0.42,5,0.31,284,0.01,23,4,2,188,0.66,0.03,5/13/24,0.25
0.25,1507,D9985,T003,12.5,0.28,6.0,12,0,0.67,204,0.29,177,0.004,14,4,0,195,0.04,0.24,11/3/25,0.87
0.27,1221,D7719,T002,20.6,0.5,4.5,2,3,0.08,321,0.61,198,0.142,3,3,7,80,0.39,0.25,4/6/25,0.58
0.92,2747,D7302,T001,41.2,0.66,3.5,9,6,0.25,233,0.89,222,0.086,28,5,9,147,0.46,0.31,11/5/25,0.41
0.18,2840,D4105,T006,36.2,0.47,4.5,3,10,0.51,32,0.48,222,0.051,26,1,2,348,0.99,0.16,10/1/25,0.3
0.3,2241,D4908,T005,22.2,0.4,3.0,3,6,0.77,328,0.13,34,0.032,24,0,4,325,0.68,0.1,7/23/24,0.7
0.32,173,D6866,T004,37.1,0.43,4.0,9,1,0.67,310,0.96,49,0.123,0,5,8,87,0.14,0.34,7/1/24,0.19
0.4,2506,D1981,T009,37.9,0.61,4.5,7,0,0.24,360,0.65,168,0.057,13,3,9,257,0.59,0.38,5/20/24,0.99
0.16,2296,D8899,T008,49.1,0.45,3.5,3,9,0.33,291,0.3,78,0.09,20,12,5,364,0.3,0.38,3/10/24,0.25
0.29,1560,D7045,T007,0.6,0.45,4.5,12,10,0.22,165,0.59,244,0.018,21,6,5,54,0.94,0.41,2/14/24,0.26
0.21,2178,D4299,T012,36.1,0.45,4.5,14,4,0.18,40,0.26,227,0.119,7,7,2,120,0.55,0.15,10/5/24,0.48
0.86,2951,D3318,T011,9.2,0.49,4.5,12,8,0.87,113,0.4,43,0.081,2,0,5,351,0.24,0.48,7/28/24,0.65
0.44,2549,D1388,T010,15.9,0.38,3.0,10,2,0.79,227,0.37,276,0.031,13,1,4,121,0.15,0.32,8/22/24,0.77
0.46,1360,D5182,T003,49.6,0.55,5.2,2,6,0.93,328,0.47,207,0.111,5,3,0,250,0.39,0.1,2/28/26,0.99
0.58,1260,D7131,T002,6.8,0.54,5.0,15,1,0.15,192,0.6,110,0.057,6,15,5,232,0.18,0.0,5/18/25,0.61
0.88,2028,D5918,T001,41.0,0.72,5.2,19,6,0.76,225,0.53,20,0.054,13,15,2,85,0.95,0.43,9/1/25,0.48
0.9,2705,D2144,T006,37.4,0.69,3.5,11,2,0.01,293,0.63,167,0.113,5,12,4,55,0.73,0.41,12/14/25,0.8
0.32,2739,D9735,T005,25.9,0.52,3.5,12,9,0.17,364,0.62,226,0.024,13,6,1,47,0.66,0.13,11/5/25,0.93
0.92,336,D3414,T004,23.9,0.67,5.1,13,3,0.7,333,0.75,24,0.073,20,11,3,356,0.51,0.07,9/17/24,0.45
0.98,780,D5359,T008,3.2,0.57,3.5,12,1,0.48,40,0.88,130,0.137,21,0,4,325,0.44,0.38,2/8/26,0.36
0.48,863,D4143,T007,47.4,0.52,4.0,15,2,0.81,360,0.48,300,0.065,5,14,8,191,0.29,0.1,9/22/24,0.22
0.69,2695,D8800,T011,11.7,0.58,5.1,10,10,0.74,184,0.1,214,0.141,25,15,7,8,0.64,0.04,11/5/25,0.89
0.7,112,D9436,T010,30.1,0.5,5.1,12,2,0.37,233,0.44,137,0.053,19,8,0,51,0.06,0.34,2/27/25,0.88
0.96,129,D4925,T009,37.8,0.63,4.5,8,7,0.37,192,0.7,182,0.006,28,13,7,267,0.79,0.17,1/4/25,0.64
0.75,1505,D6574,T002,39.3,0.63,3.5,12,10,0.22,193,0.18,129,0.131,3,13,10,329,0.69,0.15,1/28/26,0.92
0.53,1881,D9757,T001,11.0,0.34,3.5,10,6,0.95,14,0.59,253,0.026,21,8,4,54,0.24,0.06,10/10/25,0.24
0.87,686,D8311,T012,24.9,0.7,4.5,16,0,0.83,266,0.91,164,0.044,17,2,2,364,0.73,0.49,4/28/24,0.89
0.7,692,D6245,T004,7.4,0.49,6.0,15,10,0.75,151,0.63,84,0.001,27,9,7,161,0.11,0.4,11/12/24,0.85
0.63,1657,D3069,T003,26.8,0.66,4.0,9,0,0.32,295,0.27,226,0.086,11,12,9,160,0.94,0.4,6/16/25,0.76
0.39,2781,D2670,T007,44.9,0.54,5.0,14,7,0.8,83,0.81,121,0.008,6,6,4,234,0.87,0.37,11/25/25,0.62
0.45,1706,D2594,T006,19.6,0.65,3.0,15,5,0.7,172,0.99,154,0.127,6,9,6,280,0.66,0.35,5/14/24,0.48
0.55,983,D8987,T005,7.6,0.56,6.0,12,0,0.7,253,0.72,125,0.127,1,6,5,323,0.27,0.46,1/14/26,0.36
0.12,841,D7640,T010,28.6,0.46,3.5,20,6,0.06,196,0.62,176,0.041,29,3,4,303,0.57,0.43,12/18/25,0.54
0.46,2847,D9351,T009,13.8,0.51,5.2,14,10,0.01,337,0.37,198,0.026,3,14,6,354,0.6,0.04,8/18/24,0.18
0.81,493,D2946,T008,49.0,0.65,4.0,5,0,0.97,182,0.87,232,0.147,20,10,1,28,0.38,0.36,9/3/24,0.98
0.58,2304,D4539,T001,11.9,0.4,5.1,3,10,0.3,261,0.23,82,0.047,26,6,0,310,0.49,0.11,8/28/25,0.29
0.14,446,D5807,T012,21.2,0.39,5.0,11,8,0.3,63,0.62,137,0.013,30,0,2,17,0.65,0.47,11/5/25,0.56
0.12,2225,D6149,T011,48.3,0.53,6.0,20,1,0.86,299,0.6,102,0.122,22,3,3,32,0.54,0.09,5/5/24,0.59
0.23,530,D6210,T004,4.8,0.31,4.5,9,9,0.55,63,0.82,154,0.015,19,11,7,193,0.27,0.05,2/8/26,0.26
0.43,1395,D6464,T003,13.5,0.54,5.2,19,3,0.41,222,0.69,290,0.091,10,3,1,78,0.82,0.32,10/6/24,0.44
0.42,1663,D4156,T002,47.2,0.5,5.0,12,7,0.54,332,0.22,83,0.011,2,13,1,133,0.62,0.31,1/1/26,0.91
0.32,2118,D3042,T007,46.6,0.49,5.0,13,10,0.5,5,0.18,255,0.013,21,4,8,283,0.58,0.5,2/19/25,0.97
0.8,2019,D2256,T006,15.3,0.57,6.0,13,8,0.41,257,0.71,166,0.069,10,2,3,181,0.42,0.42,1/17/26,0.36
0.45,2526,D7064,T005,6.3,0.58,5.2,16,2,0.74,65,0.41,300,0.145,1,12,10,244,0.74,0.46,12/25/25,0.33
0.43,798,D7449,T009,41.6,0.37,6.0,10,10,0.3,191,0.22,158,0.008,9,3,3,194,0.35,0.13,8/10/24,0.97
0.11,2288,D3864,T008,2.1,0.46,5.2,16,10,0.67,176,0.27,96,0.001,28,14,9,359,0.83,0.38,3/17/24,0.32
0.86,912,D5354,T012,21.1,0.51,5.1,1,2,0.16,56,0.25,26,0.065,6,10,6,363,0.35,0.47,5/1/24,0.27
0.49,2096,D8185,T011,19.8,0.42,5.2,8,3,0.43,3,0.28,196,0.135,5,9,7,63,0.53,0.27,11/3/25,0.24
0.93,2630,D1145,T010,16.4,0.69,3.0,0,9,0.01,249,0.94,64,0.077,28,11,7,237,0.96,0.36,4/13/24,0.15
0.26,641,D4791,T003,0.9,0.43,4.5,6,2,0.86,205,0.99,56,0.095,12,6,6,61,0.59,0.2,8/15/24,0.13
0.53,865,D9230,T002,33.3,0.42,4.0,3,4,0.47,127,0.35,111,0.064,25,13,3,261,0.08,0.4,9/17/25,0.35
0.48,2155,D1131,T001,7.8,0.55,5.1,3,0,0.05,199,0.6,131,0.107,26,0,2,204,0.8,0.17,3/20/25,0.22
0.43,2678,D8769,T006,9.6,0.46,3.5,18,10,0.07,308,0.69,60,0.058,17,14,3,66,0.21,0.31,2/18/26,0.21
0.35,1469,D9664,T005,38.5,0.43,6.0,0,10,0.36,155,0.65,179,0.038,25,4,8,186,0.43,0.18,9/11/25,0.2
0.4,1202,D5674,T004,16.0,0.42,5.0,11,6,0.04,186,0.53,103,0.097,1,1,3,56,0.51,0.33,4/28/25,0.35
0.55,1199,D1844,T009,11.9,0.49,5.0,7,0,0.94,282,0.75,85,0.128,8,1,8,362,0.26,0.46,10/19/25,0.21
0.27,1893,D9401,T008,13.6,0.44,3.5,12,6,0.16,260,0.83,11,0.08,6,5,9,84,0.5,0.3,4/11/25,0.45
0.28,1522,D1996,T007,24.1,0.34,5.0,3,6,0.6,187,0.75,95,0.029,22,0,1,286,0.04,0.48,12/11/25,0.5
0.97,1664,D7479,T011,27.5,0.74,3.5,20,10,0.32,334,0.26,122,0.081,6,14,9,352,0.97,0.29,6/8/24,0.33
0.98,2578,D4592,T010,20.4,0.66,5.1,17,4,0.99,188,0.99,176,0.017,20,9,2,323,0.21,0.41,1/18/26,0.39
0.23,2257,D3165,T001,18.9,0.44,5.2,0,9,0.83,70,0.48,66,0.097,24,0,1,51,0.46,0.42,9/11/24,0.75
0.5,2131,D4077,T012,24.5,0.48,6.0,5,3,0.02,92,0.76,154,0.022,5,5,9,47,0.43,0.44,3/12/24,0.51
0.84,412,D2854,T005,16.0,0.55,5.1,4,10,0.72,1,0.41,238,0.137,25,12,2,135,0.1,0.49,8/14/25,0.88
0.25,2621,D5940,T004,7.6,0.3,5.1,2,0,0.33,170,0.2,281,0.143,5,13,9,39,0.1,0.34,10/1/25,0.21
0.59,1801,D2841,T003,21.4,0.35,3.5,7,0,0.66,72,0.12,190,0.082,7,4,3,261,0.04,0.46,5/18/25,0.1
0.79,2321,D5382,T002,24.0,0.6,3.0,2,3,0.31,173,0.34,93,0.09,15,14,2,54,0.94,0.08,10/4/25,0.87
0.42,2358,D2736,T008,5.9,0.48,6.0,7,0,0.73,215,0.86,203,0.021,22,4,2,73,0.78,0.48,11/9/25,0.32
0.58,2466,D1976,T007,18.1,0.67,5.2,7,1,0.36,355,0.58,18,0.058,15,6,3,269,0.82,0.48,12/23/24,0.83
0.48,1677,D9144,T006,30.1,0.45,4.0,13,7,0.8,180,0.75,80,0.048,20,10,6,93,0.14,0.46,7/5/25,0.39
0.3,967,D3700,T011,41.1,0.47,5.2,7,6,0.48,205,0.94,249,0.014,20,2,2,64,0.27,0.32,2/25/24,0.66
0.75,345,D6014,T010,0.5,0.46,3.5,5,8,0.55,328,0.5,242,0.002,26,13,2,79,0.64,0.13,12/27/25,0.13
0.62,678,D8703,T009,7.5,0.45,4.0,0,9,0.74,40,0.53,250,0.024,23,5,6,187,0.59,0.26,2/25/25,0.32
0.71,2505,D4533,T002,7.6,0.54,4.0,1,4,0.89,195,0.4,50,0.076,2,14,2,12,0.9,0.48,11/28/25,0.53
0.34,296,D3122,T001,37.6,0.49,6.0,9,0,0.19,161,0.98,266,0.085,24,12,5,23,0.56,0.2,12/20/25,0.18
0.82,2570,D1530,T012,5.3,0.43,3.5,9,2,0.76,171,0.68,15,0.016,9,6,8,185,0.19,0.09,9/3/24,0.13
0.79,1588,D1699,T005,22.0,0.64,6.0,19,10,0.08,146,0.5,201,0.141,13,10,2,20,0.92,0.25,9/27/25,0.46
0.82,485,D8753,T004,14.0,0.57,3.5,9,2,0.09,232,0.23,190,0.082,5,11,1,255,0.87,0.36,9/19/24,0.38
0.69,637,D9151,T003,44.5,0.66,5.1,19,6,0.21,173,0.79,132,0.145,19,12,0,229,0.16,0.3,4/9/24,0.36
0.18,1744,D3384,T007,10.6,0.59,5.2,10,9,0.28,168,0.76,68,0.138,1,15,7,102,0.92,0.27,10/17/25,0.16
0.98,531,D8616,T006,11.2,0.63,3.0,18,6,0.35,148,0.15,57,0.105,14,14,1,79,0.79,0.32,4/21/24,0.44
0.5,2952,D9226,T011,17.4,0.6,4.5,19,6,0.37,279,0.97,17,0.033,11,6,3,215,0.1,0.01,5/7/24,0.8
0.75,716,D3059,T010,39.6,0.63,5.1,15,5,0.52,234,0.62,144,0.1,0,13,1,7,0.14,0.49,10/11/25,0.94
0.57,1500,D4253,T009,23.8,0.54,3.5,11,6,0.35,152,0.7,233,0.125,22,5,7,219,0.26,0.29,3/20/24,0.25
0.29,1861,D8396,T008,21.1,0.51,3.0,6,0,0.08,242,0.61,100,0.116,2,8,10,185,0.99,0.14,3/5/25,0.29
0.3,1536,D7794,T002,47.0,0.43,6.0,20,6,0.28,237,0.51,269,0.029,28,7,0,63,0.38,0.33,11/20/25,0.47
0.35,467,D7891,T001,37.5,0.53,3.5,13,1,0.5,332,0.66,237,0.129,25,3,7,53,0.93,0.02,8/4/24,0.11
0.73,1844,D8167,T012,22.9,0.63,5.1,10,1,0.55,267,0.68,100,0.062,5,11,2,277,0.46,0.27,10/11/25,0.98
0.49,1666,D5018,T005,31.6,0.48,3.5,4,7,0.24,12,0.67,105,0.004,28,11,10,292,0.59,0.11,1/13/26,0.77
0.95,748,D2528,T004,31.6,0.57,5.1,4,8,0.84,223,0.45,143,0.06,5,12,1,264,0.73,0.47,1/27/24,0.31
0.32,2225,D8030,T003,12.1,0.5,4.0,5,9,0.62,307,0.91,108,0.002,12,12,6,191,0.41,0.41,5/11/24,0.39
0.98,2237,D3270,T008,26.8,0.65,3.0,6,9,0.87,130,0.99,120,0.092,3,4,0,81,0.48,0.45,8/13/24,0.93
0.92,2092,D1515,T007,31.7,0.55,5.2,13,6,0.18,320,0.29,92,0.119,0,14,5,37,0.1,0.45,4/30/24,0.17
0.8,688,D9097,T006,23.0,0.57,5.0,18,1,0.14,321,0.81,64,0.099,8,3,1,42,0.77,0.45,1/5/25,0.12
0.25,2742,D3376,T011,40.5,0.44,5.0,0,1,0.36,271,0.13,105,0.088,2,13,2,309,0.51,0.11,11/17/24,0.42
0.19,1875,D2052,T010,5.4,0.49,4.5,8,5,0.2,228,0.81,229,0.025,11,12,9,249,0.59,0.19,4/5/25,0.48
0.18,1527,D5605,T009,21.8,0.46,4.5,9,7,0.25,362,0.72,108,0.041,6,12,7,47,0.13,0.34,2/6/25,0.6
0.12,636,D5500,T002,16.9,0.39,6.0,17,8,0.47,206,0.8,45,0.001,26,0,0,145,0.58,0.4,11/20/24,0.13
0.9,907,D1348,T001,21.1,0.55,5.1,15,0,0.17,25,0.48,241,0.048,10,3,4,101,0.76,0.3,10/18/24,0.82
0.21,1417,D2225,T012,10.6,0.37,6.0,12,4,0.56,119,0.39,62,0.049,22,6,9,290,0.01,0.3,8/10/25,0.61
0.25,1792,D2504,T005,12.0,0.4,4.0,3,8,0.98,326,0.22,260,0.019,10,15,8,299,0.46,0.39,9/27/24,0.5
0.75,120,D5422,T004,2.4,0.54,5.1,8,0,0.26,352,0.3,48,0.109,22,9,1,275,0.09,0.31,12/16/25,0.88
0.78,1322,D6289,T003,42.2,0.59,3.0,15,10,0.22,356,0.46,24,0.047,26,3,1,201,0.56,0.01,12/5/25,0.99
0.51,1192,D6467,T008,13.3,0.29,6.0,16,7,0.43,14,0.2,191,0.002,4,2,5,95,0.11,0.2,2/24/24,0.53
0.87,532,D2672,T007,43.4,0.58,4.0,11,6,0.19,66,0.78,214,0.068,8,6,7,258,0.31,0.21,5/30/24,0.3
0.79,2750,D9644,T006,10.6,0.6,4.5,2,7,0.82,105,0.74,249,0.125,6,6,0,337,0.35,0.24,6/10/25,0.73
0.1,1077,D3908,T011,16.6,0.43,5.0,2,2,0.96,87,0.27,82,0.093,21,14,2,352,0.91,0.24,9/27/24,0.38
0.91,2640,D5718,T010,11.0,0.63,5.0,12,6,0.21,358,0.62,263,0.08,25,8,1,115,0.24,0.1,1/21/26,0.74
0.5,1304,D2887,T009,30.4,0.39,5.2,19,4,0.68,96,0.43,65,0.057,20,13,8,99,0.05,0.12,2/24/24,0.46
0.34,2800,D2768,T002,37.1,0.5,5.2,0,3,0.21,72,0.57,194,0.022,2,13,9,112,0.64,0.1,10/7/24,0.42
0.23,1536,D8935,T001,22.9,0.44,6.0,15,4,0.71,279,0.18,164,0.11,28,11,5,251,0.3,0.26,4/25/24,0.33
0.89,2488,D3741,T012,2.3,0.48,5.1,7,7,0.68,0,0.25,300,0.001,9,0,1,242,0.76,0.42,2/12/26,0.54
0.35,2804,D2322,T005,39.3,0.32,5.2,4,5,0.71,0,0.63,54,0.046,4,4,4,180,0.05,0.5,10/24/24,0.14
0.82,2143,D1670,T004,31.2,0.53,3.5,4,8,0.49,350,0.61,165,0.052,2,5,4,4,0.79,0.4,8/10/24,0.23
0.89,2881,D3014,T003,47.3,0.73,4.0,12,9,0.19,178,0.71,168,0.067,18,8,6,135,0.9,0.26,3/19/25,0.9
0.97,675,D8582,T008,18.7,0.65,5.2,7,9,0.76,314,0.52,37,0.004,12,9,8,45,0.91,0.06,2/20/26,0.92
0.6,851,D8643,T007,26.3,0.48,6.0,13,1,0.93,192,0.37,267,0.085,22,10,2,279,0.09,0.18,3/6/25,0.8
0.3,1734,D3223,T006,8.7,0.47,5.2,9,9,0.8,50,0.53,175,0.122,4,13,4,216,0.35,0.34,3/2/25,0.9
0.73,2119,D5960,T012,23.2,0.55,3.5,12,6,0.03,188,0.28,85,0.043,14,13,1,301,0.48,0.06,2/4/24,0.7
0.45,2339,D9380,T011,6.2,0.51,4.0,14,10,0.18,133,0.93,21,0.073,26,4,9,120,0.3,0.37,1/29/26,0.84
0.3,2086,D9287,T010,7.7,0.45,5.0,3,1,0.1,319,0.71,276,0.045,6,3,0,3,0.85,0.05,3/30/25,0.72
0.89,2534,D9115,T009,43.2,0.52,3.5,18,7,0.74,49,0.51,271,0.008,1,3,5,170,0.05,0.35,5/19/24,0.84
0.73,284,D4876,T003,33.3,0.61,5.2,5,3,0.32,15,0.63,253,0.088,7,15,1,34,0.58,0.49,4/17/24,0.87
0.69,2796,D5247,T002,18.8,0.65,4.0,2,10,0.58,155,0.61,102,0.129,29,15,7,142,0.46,0.25,5/12/24,0.93
0.68,2016,D3480,T001,42.8,0.51,5.1,5,5,0.9,234,0.9,188,0.006,16,6,8,71,0.62,0.2,12/26/24,0.35
0.33,2264,D2179,T005,4.8,0.32,4.0,0,10,0.89,98,0.49,81,0.03,11,1,10,222,0.29,0.39,12/14/24,0.18
0.91,353,D4272,T004,38.2,0.52,5.2,1,1,0.32,313,0.26,99,0.113,22,0,7,32,0.89,0.22,7/19/24,0.33
0.46,2775,D2021,T008,16.7,0.41,6.0,13,4,0.2,15,0.15,81,0.017,26,1,3,134,0.7,0.37,8/29/24,0.13
0.8,1017,D9192,T007,3.4,0.43,5.1,8,6,0.07,148,0.37,157,0.035,18,5,5,11,0.12,0.12,11/15/24,0.93
0.27,949,D2280,T006,30.9,0.56,6.0,16,5,0.44,292,0.76,44,0.096,20,4,5,97,0.91,0.19,5/10/24,0.84
0.89,1257,D9907,T012,49.9,0.38,6.0,19,10,0.48,22,0.32,213,0.008,3,4,3,92,0.06,0.33,7/29/24,0.38
0.22,893,D1750,T011,4.6,0.5,5.1,1,3,0.41,175,0.49,126,0.147,24,0,3,180,0.9,0.44,1/16/24,0.49
0.53,903,D7993,T010,36.9,0.61,3.0,12,10,0.39,273,0.8,36,0.034,12,15,10,13,0.88,0.35,7/16/25,0.65
0.54,389,D6738,T009,23.9,0.59,3.0,19,1,0.72,213,0.83,148,0.092,3,4,8,177,0.56,0.02,3/17/25,0.64
0.84,1667,D1425,T003,9.2,0.5,6.0,7,3,0.05,196,0.18,282,0.091,9,13,6,9,0.28,0.02,9/15/25,0.5
0.96,2364,D7294,T002,34.9,0.54,4.5,4,0,0.02,107,0.54,68,0.137,26,14,3,156,0.08,0.02,11/3/24,0.21
0.55,1339,D7731,T001,26.3,0.59,4.5,9,10,0.7,187,0.76,173,0.137,16,8,3,227,0.36,0.05,12/23/25,0.8
0.38,170,D6145,T006,31.9,0.56,6.0,1,5,0.06,225,0.69,219,0.127,30,6,7,236,0.84,0.04,3/6/24,0.11
0.96,2895,D1202,T005,16.9,0.6,3.0,7,8,0.62,140,0.52,29,0.036,11,12,4,143,0.99,0.13,5/7/24,0.18
0.78,1496,D5261,T004,27.7,0.6,4.5,13,0,0.46,318,0.4,283,0.039,18,9,1,14,0.83,0.36,6/15/24,0.49
0.68,1771,D4464,T009,8.0,0.46,5.1,9,9,0.93,333,0.89,158,0.049,29,1,0,171,0.14,0.3,11/16/24,0.44
0.96,283,D7815,T008,22.2,0.67,5.1,3,1,0.2,307,0.99,131,0.002,18,2,8,276,0.98,0.19,3/14/24,0.31
0.5,1031,D4734,T007,11.6,0.43,6.0,19,10,0.68,322,0.33,104,0.039,27,1,0,65,0.79,0.22,3/3/24,0.26
0.96,2776,D3263,T012,28.5,0.59,3.5,14,6,0.24,247,0.47,285,0.084,29,4,3,185,0.08,0.2,9/12/25,0.64
0.21,1202,D8291,T011,12.2,0.59,6.0,9,3,0.46,99,0.89,128,0.091,23,11,5,162,0.8,0.49,1/20/26,0.85
0.56,1651,D9830,T010,3.9,0.51,5.1,4,6,0.57,298,0.8,124,0.087,18,2,10,110,0.51,0.32,1/20/26,0.13
0.14,1942,D8430,T003,36.2,0.48,5.2,15,2,0.9,223,0.76,87,0.067,18,2,2,322,0.35,0.3,1/23/25,0.36
0.88,2209,D2765,T002,20.1,0.56,3.5,13,5,0.12,271,0.85,160,0.025,28,7,2,67,0.02,0.41,1/9/26,0.93
0.33,707,D2654,T001,0.8,0.34,5.2,6,2,0.26,294,0.36,224,0.012,17,3,7,258,0.31,0.36,5/9/24,0.54
0.35,2551,D8288,T006,0.3,0.41,4.0,17,8,0.2,20,0.19,199,0.076,30,0,3,14,0.55,0.47,6/17/25,0.96
0.89,1522,D4795,T005,21.9,0.55,5.1,9,4,0.94,145,0.76,157,0.042,8,5,7,50,0.43,0.49,11/13/25,0.25
0.39,1317,D1687,T004,29.0,0.53,3.5,18,8,0.32,252,0.26,156,0.042,10,13,8,118,0.72,0.38,1/22/26,0.41
0.52,2700,D4845,T009,3.4,0.45,4.0,6,0,0.04,45,0.54,101,0.075,22,6,6,101,0.19,0.13,10/15/25,0.96
0.35,1875,D4205,T008,42.1,0.59,5.1,16,5,0.25,51,0.67,14,0.117,18,1,3,19,0.51,0.19,9/28/24,0.94
0.21,1870,D9307,T007,5.8,0.49,3.5,4,4,0.74,252,0.51,50,0.107,7,11,10,227,0.92,0.36,12/9/24,0.34
0.61,1732,D4378,T012,17.0,0.5,6.0,8,7,0.45,133,0.39,167,0.062,7,1,3,217,0.67,0.29,10/2/25,0.92
0.97,2805,D7701,T011,42.0,0.6,6.0,12,2,0.69,58,0.39,220,0.017,0,15,7,163,0.66,0.15,3/3/24,0.41
0.41,2836,D5706,T010,17.9,0.71,4.5,20,6,0.1,248,0.58,161,0.132,3,15,9,149,0.95,0.48,3/5/25,0.54
0.67,1741,D2565,T003,3.7,0.6,5.2,8,1,0.01,67,0.72,20,0.112,26,13,1,335,0.03,0.27,1/23/26,0.84
